  585472.2476	 4050105.3164	1
  592135.1982	 4050303.4661	0
  593368.5796	 4052568.8063	0
  594226.4155	 4054705.7887	0
  595349.3588	 4055594.2999	0
  596359.3966	 4055229.5645	0
  597376.1795	 4054239.0531	0
  599278.9142	 4052757.4153	0
  600291.7504	 4052142.4892	0
  601418.7455	 4052655.0291	0
  602666.9311	 4053669.7637	0
  603406.8489	 4055179.8033	0
  604518.4205	 4057320.4066	1
  605122.0717	 4059957.2896	0
  605595.4398	 4063095.0889	0
  605950.4603	 4065480.8449	0
  606549.6279	 4068748.7061	0
  607159.7895	 4070888.6146	0
  607643.2806	 4073153.7019	0
  607378.4719	 4074532.4588	0
  606347.8710	 4076907.5746	0
  605572.7380	 4078910.3464	0
  604545.0037	 4080911.0155	0
  603898.1286	 4082664.4014	0
  602742.7946	 4084665.3955	1
  601719.1552	 4086290.7988	0
  600564.0400	 4088293.5452	0
  599540.0694	 4089794.5586	0
  598267.3653	 4090788.7416	0
  597125.5603	 4091406.2945	0
  596235.7841	 4092026.8363	0
  594967.8454	 4092517.1307	0
  593834.3218	 4092252.1588	0
  592830.9481	 4091609.0766	0
  591457.9072	 4090207.2794	0
  589686.2211	 4090566.0691	0
  588423.2839	 4090678.2706	0
  587288.6641	 4090539.8108	0
  586792.7961	 4089778.0290	0
  585533.1530	 4089512.2229	0
  584529.6475	 4088997.0529	1
  585472.2476	 4050105.3164	0
