-122.04446596	  36.59260640	0
-121.96996450	  36.59377204	0
-121.95590266	  36.61407080	0
-121.94604912	  36.63324800	0
-121.93338022	  36.64114475	0
-121.92212910	  36.63775556	0
-121.91088294	  36.62872429	0
-121.88979667	  36.61517341	0
-121.87855268	  36.60952485	0
-121.86588536	  36.61402525	0
-121.85179442	  36.62303760	0
-121.84331745	  36.63656779	0
-121.83059435	  36.65573987	0
-121.82347992	  36.67943968	0
-121.81775006	  36.70766812	0
-121.81344530	  36.72913121	0
-121.80628033	  36.75851690	0
-121.79914504	  36.77773469	0
-121.79340793	  36.79809454	0
-121.79618110	  36.81055098	0
-121.80740072	  36.83207368	0
-121.81581316	  36.85021101	0
-121.82706327	  36.86835681	0
-121.83407927	  36.88423103	0
-121.84677045	  36.90239200	0
-121.85803977	  36.91715235	0
-121.87073926	  36.93532662	0
-121.88203805	  36.94896371	0
-121.89620040	  36.95805780	0
-121.90894431	  36.96374223	0
-121.91885885	  36.96942651	0
-121.93303930	  36.97397433	0
-121.94580537	  36.97169991	0
-121.95715528	  36.96600337	0
-121.97274723	  36.95350338	0
-121.99260134	  36.95690765	0
-122.00677217	  36.95803843	0
-122.01953125	  36.95689638	0
-122.02518786	  36.95007615	0
-122.03936379	  36.94779566	0
-122.05069052	  36.94324292	0
-122.04446596	  36.59260640	0
